PLT_CN,SUBP,SUBPLOT_CN,FPAG
22398323010497,4,22696043010497,CHS1
22398319010497,1,22695966010497,CFS2
22398319010497,2,22695967010497,CFS2
22398319010497,3,22695968010497,CFS2
22398319010497,4,22695969010497,CFS2
24192363010900,3,24192383010900,CHM1
24192363010900,4,24192384010900,CHM1
24192363010900,2,24192382010900,CHM1
24192363010900,1,24192381010900,CHM1
22398364010497,1,22696524010497,CMS2
22398364010497,2,22696526010497,CMS2
22398364010497,3,22696528010497,CMS2
22398364010497,4,22696529010497,CMS2
24169158010900,1,24169184010900,CMS3
24169158010900,4,24169190010900,CMS3
22398354010497,1,22696363010497,CHF1
22398354010497,2,22696364010497,CHF1
22398354010497,3,22696365010497,CHF1
22398354010497,4,22696366010497,CHF1
22398359010497,3,22696447010497,CFS2
22398359010497,1,22696445010497,CFS2
22398359010497,2,22696446010497,CFS2
22398359010497,4,22696448010497,CFS2
24193687010900,1,24193708010900,CMS3
24193687010900,2,24193709010900,CMS3
24193687010900,3,24193710010900,CMS3
24193687010900,4,24193711010900,CMS3
24193223010900,3,24193261010900,CHF1
24193223010900,4,24193262010900,CHF1
24193223010900,2,24193260010900,CHF1
24193223010900,1,24193259010900,CHF1
22398357010497,1,22696411010497,CHF1
22398357010497,2,22696412010497,CHF1
22398357010497,3,22696413010497,CHF1
22398357010497,4,22696414010497,CHF1
24193544010900,1,24193568010900,CHM1
24193544010900,3,24193571010900,CHM1
24193544010900,4,24193572010900,CHM1
24192177010900,1,24192201010900,CMS3
24192177010900,2,24192203010900,CMS3
24192177010900,4,24192206010900,CMS3
24194292010900,1,24194318010900,CHS6
24191871010900,1,24191900010900,CMS2
24191871010900,2,24191901010900,CMS2
24191871010900,3,24191902010900,CMS2
24191871010900,4,24191903010900,CMS2
22398353010497,2,22696351010497,CHS5
22398353010497,1,22696350010497,CHS5
22398353010497,3,22696352010497,CHS5
22398353010497,4,22696353010497,CHS5
24193055010900,2,24193083010900,CMS3
24192561010900,1,24192580010900,CFS2
24192561010900,2,24192582010900,CFS2
22398356010497,1,22696395010497,CFS2
22398356010497,2,22696396010497,CFS2
22398356010497,3,22696397010497,CFS2
22398356010497,4,22696398010497,CFS2
22398361010497,4,22696480010497,CFS2
22398361010497,1,22696477010497,CFS2
22398361010497,2,22696478010497,CFS2
22398361010497,3,22696479010497,CFS2
22398358010497,1,22696421010497,CFS2
22398358010497,2,22696422010497,CFS2
22398358010497,3,22696423010497,CFS2
22398358010497,4,22696424010497,CFS2
22398362010497,1,22696483010497,CMS3
22398362010497,2,22696484010497,CMS3
22398362010497,3,22696485010497,CMS3
22398362010497,4,22696486010497,CMS3
24194797010900,1,24194814010900,CHF1
24194797010900,2,24194815010900,CHF1
24194797010900,3,24194816010900,CHF1
24194797010900,4,24194817010900,CHF1
24205541010900,2,24205561010900,CHF2
24204972010900,3,24205013010900,CHF1
24204972010900,4,24205015010900,CHF1
24204972010900,1,24205009010900,CHF1
24204496010900,1,24204515010900,CF
24204496010900,2,24204517010900,CF
24204496010900,3,24204518010900,CF
24204496010900,4,24204520010900,CF
24204728010900,1,24204757010900,CFS2
24204728010900,2,24204758010900,CFS2
24204728010900,3,24204759010900,CFS2
24204728010900,4,24204760010900,CFS2
24205541010900,1,24205560010900,CHF2
24205541010900,3,24205562010900,CHF2
24205541010900,4,24205563010900,CHF2
24202303010900,1,24202318010900,CDS2
24202303010900,2,24202319010900,CDS2
24202303010900,3,24202320010900,CDS2
24202303010900,4,24202321010900,CDS2
24203697010900,1,24203716010900,CHS2
24203697010900,2,24203718010900,CHS2
24203697010900,4,24203720010900,CHS2
24203697010900,3,24203719010900,CHS2
24203073010900,1,24203086010900,CFS3
24203073010900,2,24203087010900,CFS3
24203073010900,3,24203088010900,CFS3
24203073010900,4,24203089010900,CFS3
22398371010497,1,22696643010497,CFS2
22398371010497,2,22696644010497,CFS2
22398371010497,3,22696645010497,CFS2
22398371010497,4,22696646010497,CFS2
24206054010900,2,24206072010900,CHF1
24206054010900,3,24206073010900,CHF1
24206054010900,4,24206074010900,CHF1
24206054010900,1,24206071010900,CHF1
22398372010497,1,22696661010497,CFS3
22398372010497,3,22696666010497,CFS3
22398372010497,4,22696667010497,CFS3
22398370010497,1,22696635010497,CFS3
22398370010497,2,22696636010497,CFS3
22398370010497,3,22696637010497,CFS3
22398370010497,4,22696638010497,CFS3
22398374010497,2,22696690010497,CHF1
22398374010497,3,22696691010497,CHS2
22398374010497,4,22696693010497,CHS2
24203376010900,1,24203397010900,CHF1
24203376010900,2,24203399010900,CHF1
24203376010900,3,24203400010900,CHF1
24203376010900,4,24203401010900,CHF1
24202790010900,1,24202818010900,CHF1
24202790010900,2,24202819010900,CHF1
24202790010900,3,24202820010900,CHF1
24202790010900,4,24202821010900,CHF1
24203890010900,1,24203909010900,CHF1
24203890010900,2,24203910010900,CHF1
24203890010900,3,24203911010900,CHF1
24203890010900,4,24203913010900,CHF1
22398373010497,2,22696675010497,CFS2
22398373010497,3,22696676010497,CFS2
22398373010497,4,22696677010497,CFS2
22398373010497,1,22696674010497,CFS2
24205290010900,1,24205305010900,CMS3
24205290010900,2,24205306010900,CMS3
24205290010900,3,24205307010900,CMS3
24205290010900,4,24205308010900,CMS3
22398375010497,2,22696718010497,CHF1
22398375010497,3,22696719010497,CHF1
22398375010497,4,22696720010497,CHF1
22398375010497,1,22696717010497,CHF1
24206277010900,1,24206292010900,CHS2
24206277010900,2,24206294010900,CHS2
24206277010900,3,24206295010900,CHS2
22398626010497,1,22698793010497,CAS2
24205862010900,1,24205881010900,CMS2
24205862010900,2,24205882010900,CMS2
24205862010900,3,24205883010900,CMS2
24205862010900,4,24205884010900,CMS2
22398369010497,1,22696589010497,CHF1
22398369010497,2,22696590010497,CHF1
22398369010497,3,22696591010497,CHF1
22398369010497,4,22696592010497,CHF1
24128601010900,1,24128624010900,CHS6
24128601010900,2,24128625010900,CHS6
24128601010900,3,24128626010900,CHS6
24128601010900,4,24128627010900,CHS6
22398209010497,1,22697686010497,CHS1
22398209010497,2,22697687010497,CHS1
22398209010497,3,22697688010497,CHS1
22398209010497,4,22697689010497,CHS1
13229216010497,1,13229233010497,CHS3
13229216010497,2,13229234010497,CHS3
13229216010497,3,13229235010497,CHS3
13229216010497,4,13229236010497,CHS3
24148990010900,1,24149010010900,CHS3
24148207010900,1,24148232010900,CHS1
24148207010900,2,24148233010900,CHS1
24148207010900,4,24148236010900,CHS1
24164825010900,3,24164853010900,CHS6
24164825010900,4,24164855010900,CHS6
24164825010900,1,24164850010900,CHS6
24201661010900,1,24201684010900,CHS1
24201661010900,2,24201686010900,CHS1
24201661010900,4,24201688010900,CHS1
24130280010900,1,24130304010900,CHS1
24130280010900,2,24130305010900,CHS1
24130280010900,3,24130306010900,CHS1
24130280010900,4,24130307010900,CHS1
24130026010900,1,24130055010900,CF
24130026010900,2,24130057010900,CF
22398210010497,1,22697691010497,CLS3
22398210010497,2,22697692010497,CLS3
22398210010497,3,22697693010497,CLS3
22398210010497,4,22697694010497,CLS3
24132612010900,1,24132624010900,CFS2
24132612010900,2,24132625010900,CFS2
24132612010900,3,24132626010900,CFS2
24132612010900,4,24132627010900,CFS2
24132394010900,3,24132425010900,CHF1
24160723010900,1,24160738010900,CHS5
24160723010900,2,24160739010900,CHS5
24160723010900,3,24160740010900,CHS5
24160723010900,4,24160741010900,CHS5
24160953010900,1,24160966010900,CHF1
24160953010900,2,24160967010900,CHF1
24160953010900,3,24160968010900,CHF1
24160953010900,4,24160969010900,CHF1
24163060010900,4,24163088010900,CHMI
24162423010900,1,24162435010900,CHF1
24162423010900,2,24162436010900,CHF1
24162423010900,3,24162437010900,CHF1
24162423010900,4,24162438010900,CHF1
13230130010497,1,13230150010497,CHF1
13230130010497,2,13230151010497,CHF1
13230130010497,3,13230152010497,CHF1
13230130010497,4,13230153010497,CHF1
22398263010497,1,22697109010497,CFS2
22398263010497,2,22697110010497,CFS2
22398263010497,3,22697111010497,CFS2
22398263010497,4,22697112010497,CFS2
22398252010497,1,22696862010497,CFS3
22398252010497,2,22696863010497,CFS3
22398252010497,3,22696864010497,CFS3
22398252010497,4,22696865010497,CFS3
24160442010900,1,24160461010900,CHF1
24160442010900,2,24160462010900,CHF1
24160442010900,3,24160463010900,CHF1
22398258010497,1,22697039010497,CFS2
22398258010497,2,22697040010497,CFS2
22398258010497,3,22697041010497,CFS2
22398258010497,4,22697042010497,CFS2
22398260010497,2,22697051010497,CHF1
22398260010497,3,22697052010497,CHF1
22398260010497,4,22697053010497,CHF1
22398260010497,1,22697050010497,CHF1
24162608010900,2,24162626010900,CHF2
24162608010900,3,24162627010900,CHF2
24162608010900,4,24162628010900,CHF2
24162608010900,1,24162625010900,CHF2
22398255010497,1,22696950010497,CHS1
22398255010497,2,22696952010497,CHS1
22398255010497,3,22696953010497,CHS1
22398256010497,1,22696959010497,CFF1
22398256010497,2,22696960010497,CFF1
22398256010497,3,22696961010497,CFF1
22398256010497,4,22696962010497,CFF1
24158617010900,1,24158640010900,CHS1
24158617010900,2,24158641010900,CHS1
24158617010900,3,24158642010900,CHS1
24158617010900,4,24158643010900,CHS1
24161552010900,1,24161567010900,CFS2
24161552010900,2,24161568010900,CFS2
24161552010900,3,24161569010900,CFS2
24161552010900,4,24161570010900,CFS2
22398254010497,1,22696918010497,CFS3
22398254010497,2,22696919010497,CFS3
22398254010497,3,22696920010497,CFS3
22398254010497,4,22696921010497,CFS3
22398261010497,1,22697091010497,CHF2
22398261010497,2,22697092010497,CHF2
22398261010497,3,22697093010497,CHF2
22398261010497,4,22697094010497,CHF2
24161339010900,1,24161356010900,CHS1
24161339010900,2,24161357010900,CHS1
24161339010900,3,24161358010900,CHS1
24161339010900,4,24161359010900,CHS1
24159360010900,3,24159378010900,CFS2
24159360010900,4,24159379010900,CFS2
24159360010900,1,24159374010900,CFS2
24160339010900,4,24160360010900,CDS2
24160339010900,1,24160357010900,CDS2
24160339010900,2,24160358010900,CDS2
24160339010900,3,24160359010900,CDS2
24159855010900,1,24159867010900,CMS2
24159855010900,2,24159868010900,CMS2
24159855010900,3,24159869010900,CMS2
24159855010900,4,24159870010900,CMS2
24162189010900,1,24162209010900,CFS2
24162189010900,2,24162211010900,CFS2
24162189010900,4,24162215010900,CFS2
24163243010900,1,24163256010900,CEF3
24163243010900,2,24163257010900,CEF3
24163243010900,3,24163258010900,CEF3
24163243010900,4,24163259010900,CEF3
24158488010900,3,24158512010900,CH
24158488010900,4,24158514010900,CH
22398341010497,1,22690199010497,CFS1
22398341010497,2,22690200010497,CFS1
22398341010497,3,22690201010497,CFS1
22398341010497,4,22690202010497,CFS1
24190530010900,1,24190545010900,CWS3
24190530010900,2,24190546010900,CWS3
24190530010900,3,24190547010900,CWS3
24190530010900,4,24190548010900,CWS3
22398346010497,1,22696237010497,CFS2
22398346010497,2,22696238010497,CFS2
22398346010497,3,22696239010497,CFS2
22398346010497,4,22696240010497,CFS2
22398335010497,1,22690098010497,CFS1
22398335010497,2,22690099010497,CFS1
22398335010497,3,22690100010497,CFS1
22398335010497,4,22690101010497,CFS1
24187984010900,1,24187999010900,CHS2
24187984010900,2,24188000010900,CHS2
24187984010900,3,24188001010900,CHS2
24187984010900,4,24188002010900,CHS2
24191159010900,1,24191171010900,CFRR
24191159010900,2,24191172010900,CFRR
24191159010900,3,24191173010900,CFRR
24191159010900,4,24191174010900,CFRR
22398336010497,1,22690121010497,CMS1
22398336010497,2,22690122010497,CMS1
22398336010497,3,22690123010497,CMS1
22398336010497,4,22690124010497,CMS1
22398348010497,2,22696257010497,CHF2
22398348010497,3,22696258010497,CHF2
22398348010497,4,22696259010497,CHF2
22398348010497,1,22696256010497,CHF2
22398344010497,2,22690245010497,CHF1
22398344010497,3,22690246010497,CHF1
22398344010497,1,22690243010497,CHF1
24187325010900,3,24187358010900,CFS2
24187325010900,1,24187354010900,CFS2
24187325010900,2,24187356010900,CFS2
22398350010497,1,22696308010497,CMS2
22398350010497,2,22696309010497,CMS2
22398350010497,3,22696310010497,CMS2
22398350010497,4,22696311010497,CMS2
22398333010497,1,22696228010497,CFS1
22398333010497,2,22696230010497,CFS1
22398333010497,4,22696232010497,CFS1
22398333010497,3,22696231010497,CFS1
22398330010497,1,22696168010497,CEF3
22398330010497,2,22696169010497,CEF3
22398330010497,3,22696170010497,CEF3
22398330010497,4,22696171010497,CEF3
24187755010900,3,24187782010900,CHC2
24187755010900,4,24187784010900,CHC2
24187755010900,2,24187779010900,CHC2
22398329010497,1,22696163010497,CMS2
22398329010497,2,22696164010497,CMS2
22398329010497,3,22696165010497,CMS2
22398329010497,4,22696166010497,CMS2
22398339010497,1,22690148010497,CFS2
22398339010497,2,22690150010497,CFS2
22398339010497,3,22690151010497,CFS2
22398339010497,4,22690152010497,CFS2
24190837010900,2,24190855010900,CFS2
24190837010900,4,24190857010900,CFS2
24190837010900,3,24190856010900,CFS2
22398327010497,3,22696103010497,CWS3
22398327010497,1,22696099010497,CWS3
22398327010497,2,22696101010497,CWS3
22398327010497,4,22696104010497,CWS3
22398343010497,1,22690236010497,CHS1
22398343010497,2,22690237010497,CHS1
22398343010497,3,22690238010497,CHS1
22398343010497,4,22690239010497,CHS1
24189910010900,1,24189933010900,CMS2
24189910010900,2,24189934010900,CMS2
24189910010900,3,24189935010900,CMS2
24189910010900,4,24189936010900,CMS2
24188643010900,2,24188665010900,CHF2
24188643010900,3,24188666010900,CHF2
24188643010900,4,24188667010900,CHF2
24188643010900,1,24188664010900,CHF2
22398331010497,3,22696182010497,CHS6
22398331010497,4,22696183010497,CHS6
22398331010497,1,22696180010497,CHS6
22398331010497,2,22696181010497,CHS6
22398326010497,4,22696097010497,CHS6
22398326010497,1,22696094010497,CHS6
22398326010497,2,22696095010497,CHS6
22398326010497,3,22696096010497,CHS6
22398349010497,3,22696280010497,CMS2
22398351010497,1,22696313010497,CHS2
22398351010497,2,22696314010497,CHS2
22398351010497,3,22696315010497,CHS2
22398351010497,4,22696316010497,CHS2
22398325010497,1,22696086010497,CFS1
22398325010497,2,22696088010497,CFS1
22398325010497,3,22696089010497,CFS1
24191349010900,1,24191366010900,CFS2
24191349010900,2,24191367010900,CFS2
24191349010900,3,24191368010900,CFS2
24191349010900,4,24191369010900,CFS2
22398342010497,1,22690228010497,CHS1
22398342010497,2,22690229010497,CHS1
22398342010497,3,22690230010497,CHS1
22398342010497,4,22690231010497,CHS1
24189628010900,1,24189658010900,CHF2
24189628010900,2,24189660010900,CHF2
24189628010900,3,24189661010900,CHF2
24189628010900,4,24189664010900,CHF2
24123201010900,3,24123215010900,CDG1
24123201010900,4,24123216010900,CDG1
24123201010900,1,24123213010900,CDG1
24123201010900,2,24123214010900,CDG1
24122888010900,4,24122917010900,CDS6
24122888010900,1,24122913010900,CDS6
24122888010900,2,24122914010900,CDS6
24122888010900,3,24122916010900,CDS6
22398191010497,4,22697418010497,CDG3
22398191010497,1,22697415010497,CDG3
22398191010497,2,22697416010497,CDG3
22398191010497,3,22697417010497,CDG3
22398402010497,2,22701490010497,CDS6
22398402010497,1,22701488010497,CDS6
22398402010497,3,22701491010497,CWS5
22398402010497,4,22701493010497,CWS5
24121803010900,1,24121816010900,CFS6
24121803010900,2,24121817010900,CFS6
24121803010900,3,24121818010900,CFS6
24121803010900,4,24121819010900,CFS6
24121999010900,1,24122026010900,CDS6
24121999010900,2,24122028010900,CDS6
22398202010497,1,22697620010497,CES4
22398202010497,2,22697621010497,CES4
22398202010497,3,22697622010497,CES4
22398202010497,4,22697623010497,CES4
22398188010497,1,22697361010497,CPG2
22398188010497,2,22697363010497,CPG2
22398188010497,4,22697365010497,CPG2
22398188010497,3,22697364010497,CPG2
24121086010900,1,24121101010900,CDS6
24121086010900,2,24121102010900,CDS6
24121086010900,3,24121103010900,CDS6
24121086010900,4,24121104010900,CDS6
24123557010900,3,24123582010900,CWS5
24123557010900,4,24123583010900,CWS5
24124589010900,3,24124606010900,CDG3
24124589010900,4,24124607010900,CDG3
24122543010900,1,24122558010900,CDS6
24122543010900,2,24122559010900,CDS6
24122543010900,3,24122560010900,CDS6
24122543010900,4,24122561010900,CDS6
24126063010900,1,24126078010900,CDG1
24126063010900,2,24126079010900,CDG1
24126063010900,3,24126080010900,CDG1
24126063010900,4,24126081010900,CDG1
22398201010497,1,22697605010497,CEF4
22398201010497,2,22697607010497,CEF4
22398201010497,4,22697610010497,CEF4
22398187010497,1,22697340010497,HC
22398187010497,2,22697341010497,HC
22398187010497,3,22697342010497,HC
22398187010497,4,22697343010497,HC
22398397010497,1,22701437010497,CDS6
22398397010497,2,22701439010497,CDS6
22398397010497,4,22701441010497,CDS6
22398397010497,3,217047301020004,CDS6
22398189010497,1,22697369010497,CPS2
22398189010497,2,22697370010497,CPS2
22398189010497,3,22697371010497,CPS2
22398189010497,4,22697372010497,CPS2
22398200010497,1,22697591010497,CES4
22398200010497,4,22697596010497,CES4
22398200010497,2,22697593010497,CES4
22398194010497,1,22697505010497,CHS1
22398194010497,2,22697506010497,CHS1
22398194010497,3,22697507010497,CHS1
22398194010497,4,22697508010497,CHS1
22398198010497,1,22697536010497,CES1
22398198010497,3,22697538010497,CES1
22398198010497,4,22697539010497,CES1
22398198010497,2,22697537010497,CES1
24124884010900,1,24124896010900,CMS3
22398195010497,1,22697513010497,CDG1
22398195010497,2,22697514010497,CDG1
22398195010497,3,22697515010497,CDG1
22398195010497,4,22697516010497,CDG1
22398185010497,1,22697324010497,CDS6
22398185010497,2,22697325010497,CDS6
22398185010497,3,22697326010497,CDS6
22398185010497,4,22697327010497,CDS6
22398184010497,1,22697316010497,CDG1
22398184010497,2,22697318010497,CDG1
22398184010497,3,22697319010497,CDG1
22398184010497,4,22697320010497,CDG1
22398196010497,1,22697518010497,CDS6
22398196010497,2,22697519010497,CDS6
22398196010497,3,22697520010497,CDS6
22398196010497,4,22697521010497,CDS6
22398186010497,1,22697335010497,CMS2
22398186010497,2,22697336010497,CMS2
22398186010497,3,22697337010497,CMS2
22398186010497,4,22697338010497,CMS2
22398197010497,2,22697532010497,CES3
22398197010497,3,22697533010497,CES3
22398197010497,4,22697534010497,CES3
22398197010497,1,22697531010497,CES3
22398190010497,1,22697380010497,CES4
22398190010497,2,22697382010497,CES4
22398190010497,3,22697384010497,CES4
22398190010497,4,22697386010497,CES4
24123985010900,1,24124000010900,CDS8
24123985010900,2,24124002010900,CDS8
24123985010900,3,24124003010900,CDS8
24123985010900,4,24124004010900,CDS8
24123071010900,1,24123085010900,CPS3
24123071010900,2,24123086010900,CPS3
24123071010900,3,24123087010900,CPS3
24123071010900,4,24123088010900,CPS3
24125434010900,1,24125448010900,CAS3
24125434010900,3,24125452010900,CAS3
24125434010900,4,24125453010900,CAS3
22398199010497,4,22697589010497,CW
22398199010497,1,22697586010497,CW
22398199010497,2,22697587010497,CW
22398199010497,3,22697588010497,CW
24125746010900,2,24125759010900,CPS2
24125746010900,3,24125760010900,CPS2
24125746010900,4,24125761010900,CPS2
24125746010900,1,24125758010900,CPS2
24156401010900,2,24156417010900,CA
22398249010497,3,22698248010497,CFS6
22398249010497,4,22698249010497,CHS1
22398249010497,2,22698247010497,CHS1
22398248010497,1,22698237010497,CEF4
22398248010497,2,22698238010497,CEF4
22398248010497,3,22698239010497,CEF4
22398248010497,4,22698240010497,CEF4
24155744010900,1,24155764010900,CDS6
24155744010900,2,24155765010900,CDS6
24155744010900,3,24155766010900,CDS6
24155744010900,4,24155767010900,CDS6
22398245010497,3,22698160010497,CFF2
22398240010497,1,22698109010497,CMS3
22398240010497,2,22698111010497,CMS3
22398240010497,4,22698114010497,CMS3
24154415010900,1,24154438010900,CWS3
24154415010900,2,24154440010900,CWS3
24154415010900,3,24154442010900,CWS3
24154415010900,4,24154444010900,CWS3
24153555010900,1,24153569010900,CES4
24153555010900,2,24153570010900,CES4
24153555010900,3,24153571010900,CES4
24153555010900,4,24153572010900,CES4
24154066010900,1,24154084010900,CDS8
24154066010900,2,24154085010900,CDS8
24154066010900,3,24154086010900,CDS8
24154066010900,4,24154087010900,CDS8
22398244010497,1,22698145010497,CEG1
22398244010497,2,22698146010497,CEG1
22398244010497,3,22698147010497,CEG1
22398244010497,4,22698148010497,CEG1
22398469010497,1,22702742010497,CWS5
22398469010497,2,22702743010497,CWS5
22398469010497,3,22702744010497,CWS5
22398469010497,4,22702745010497,CWS5
22398247010497,1,22698214010497,CES2
22398247010497,3,22698219010497,CES2
22398251010497,1,22696851010497,CWS3
22398251010497,2,22696852010497,CWS3
22398251010497,3,22696853010497,CWS3
22398251010497,4,22696854010497,CWS3
22398242010497,1,22698134010497,CWS2
22398242010497,2,22698135010497,CWS2
22398242010497,3,22698136010497,CWS2
22398242010497,4,22698137010497,CWS2
24153837010900,4,24153855010900,CDG1
24153837010900,1,24153852010900,CDG1
24153837010900,2,24153853010900,CDG1
24153837010900,3,24153854010900,CDG1
22398243010497,2,22698141010497,CES4
22398243010497,3,22698142010497,CES4
22398243010497,4,22698143010497,CES4
22398243010497,1,22698140010497,CES4
24155367010900,4,24155385010900,CDG1
24155367010900,1,24155382010900,CDG1
24155367010900,2,24155383010900,CDG1
24155367010900,3,24155384010900,CDG1
24155165010900,3,24155183010900,CWS5
24155165010900,4,24155184010900,CWS5
24155165010900,2,24155182010900,CWS5
24155165010900,1,24155181010900,CWS5
22398479010497,3,22699462010497,CHS1
22398479010497,4,22699463010497,CHS1
22398250010497,1,22696844010497,CE
22398250010497,2,22696845010497,CE
22398250010497,3,22696846010497,CE
22398250010497,4,22696847010497,CE
22398246010497,2,22698203010497,CFS5
22398246010497,4,22698205010497,CFS5
22398246010497,1,22698201010497,CFS5
22398246010497,3,22698204010497,CFS5
22398477010497,1,22702930010497,CWS2
22398477010497,2,22702931010497,CWS2
22398477010497,3,22702932010497,CWS2
22398477010497,4,22702933010497,CWS2
24154980010900,1,24154997010900,CPS5
24154980010900,2,24154998010900,CPS5
24154980010900,3,24154999010900,CPS5
24154980010900,4,24155000010900,CPS5
24156119010900,1,24156135010900,CMS3
24156119010900,4,24156139010900,CMS3
24158154010900,2,24158168010900,CPS3
24158154010900,3,24158169010900,CPS3
24158154010900,1,24158167010900,CPS3
24158154010900,4,24158170010900,CPS3
